filename,label,source,original_path,width,height,fps,duration_s,file_size_kb,codec,bitrate_kbps,date_added,notes
rtfs_real_A04OGI3YexE_00008_00023.mp4,real,godmodes/rtfs-10k,original_videos/A04OGI3YexE_00008_00023.mp4,1920,1080,30.0,15.0,10317.872,h264,5634,2026-06-01T07:28:55.683169+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_62hNLZD_bZY_00022_00035.mp4,real,godmodes/rtfs-10k,original_videos/62hNLZD_bZY_00022_00035.mp4,1920,1080,59.94,13.013,2683.57,h264,1689,2026-06-01T07:29:07.265732+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_beizJpMClNg_00026_00036.mp4,real,godmodes/rtfs-10k,original_videos/beizJpMClNg_00026_00036.mp4,1920,1080,25.0,10.0,1583.547,h264,1297,2026-06-01T07:29:10.846642+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_IIxloodCZTM_00010_00020.mp4,real,godmodes/rtfs-10k,original_videos/IIxloodCZTM_00010_00020.mp4,1280,720,25.0,10.0,995.776,h264,815,2026-06-01T07:29:13.941553+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_S8jeBhGi60c_00059_00070.mp4,real,godmodes/rtfs-10k,original_videos/S8jeBhGi60c_00059_00070.mp4,1280,720,25.0,11.0,892.098,h264,664,2026-06-01T07:29:16.929811+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_hKEfoe1Czp0_00035_00045.mp4,real,godmodes/rtfs-10k,original_videos/hKEfoe1Czp0_00035_00045.mp4,1280,720,30.0,10.0,764.827,h264,626,2026-06-01T07:29:20.129894+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_CDRzKTb5y8c_00065_00075.mp4,real,godmodes/rtfs-10k,original_videos/CDRzKTb5y8c_00065_00075.mp4,1920,1080,25.0,10.0,1097.496,h264,899,2026-06-01T07:29:23.266639+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_n_lAfa5IbS0_00057_00067.mp4,real,godmodes/rtfs-10k,original_videos/n_lAfa5IbS0_00057_00067.mp4,1280,720,25.0,10.0,685.903,h264,561,2026-06-01T07:29:26.466631+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_Gfu7OS6pLGg_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/Gfu7OS6pLGg_00000_00010.mp4,1920,1080,59.94,10.01,5296.462,h264,4334,2026-06-01T07:29:31.535990+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_GWmMFURuAGY_00000_00017.mp4,real,godmodes/rtfs-10k,original_videos/GWmMFURuAGY_00000_00017.mp4,1920,1080,29.97,17.017,2528.903,h264,1217,2026-06-01T07:29:41.825012+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_An8u1jON_0o_00000_00012.mp4,real,godmodes/rtfs-10k,original_videos/An8u1jON_0o_00000_00012.mp4,1920,1080,59.94,12.012,2057.704,h264,1403,2026-06-01T07:29:47.206204+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_A6rd-GJeiVo_00035_00065.mp4,real,godmodes/rtfs-10k,original_videos/A6rd-GJeiVo_00035_00065.mp4,1920,1080,30.0,30.0,7323.73,h264,1999,2026-06-01T07:29:51.620319+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_DF1yNZUe8_k_00004_00014.mp4,real,godmodes/rtfs-10k,original_videos/DF1yNZUe8_k_00004_00014.mp4,1280,720,25.0,10.0,644.296,h264,527,2026-06-01T07:29:57.747175+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_DF1yNZUe8_k_00385_00408.mp4,real,godmodes/rtfs-10k,original_videos/DF1yNZUe8_k_00385_00408.mp4,1280,720,25.0,23.0,1629.376,h264,580,2026-06-01T07:30:00.697691+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_4fcQZ33fEk8_00056_00072.mp4,real,godmodes/rtfs-10k,original_videos/4fcQZ33fEk8_00056_00072.mp4,1920,1080,30.0,16.0,8688.59,h264,4448,2026-06-01T07:30:05.277957+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_I08edTzLoWI_00000_00013.mp4,real,godmodes/rtfs-10k,original_videos/I08edTzLoWI_00000_00013.mp4,1920,1080,30.0,13.0,2111.627,h264,1330,2026-06-01T07:30:10.819578+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_0pgYYq5rhrA_00000_00020.mp4,real,godmodes/rtfs-10k,original_videos/0pgYYq5rhrA_00000_00020.mp4,1920,1080,30.0,20.0,5869.312,h264,2404,2026-06-01T07:30:14.716715+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_tuy787jU0ps_00011_00041.mp4,real,godmodes/rtfs-10k,original_videos/tuy787jU0ps_00011_00041.mp4,1920,1080,29.97,30.03,3807.966,h264,1038,2026-06-01T07:30:18.476828+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_duueQN7UvrU_00015_00040.mp4,real,godmodes/rtfs-10k,original_videos/duueQN7UvrU_00015_00040.mp4,1280,720,25.0,25.0,3480.247,h264,1140,2026-06-01T07:30:21.800302+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_Ejw9njurqbY_00000_00030.mp4,real,godmodes/rtfs-10k,original_videos/Ejw9njurqbY_00000_00030.mp4,1280,720,29.97,30.03,1837.286,h264,501,2026-06-01T07:30:23.806947+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_EVonQ7sgyNU_00000_00013.mp4,real,godmodes/rtfs-10k,original_videos/EVonQ7sgyNU_00000_00013.mp4,1920,1080,30.0,13.0,3414.916,h264,2151,2026-06-01T07:30:27.016886+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_E6yMRFvvnko_00006_00016.mp4,real,godmodes/rtfs-10k,original_videos/E6yMRFvvnko_00006_00016.mp4,1280,720,25.0,10.0,1102.653,h264,903,2026-06-01T07:30:29.997490+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_Qg2vHkU8Lfs_00036_00056.mp4,real,godmodes/rtfs-10k,original_videos/Qg2vHkU8Lfs_00036_00056.mp4,1920,1080,29.97,20.02,7689.493,h264,3146,2026-06-01T07:30:34.207373+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_3xRca1gP0Yk_00035_00065.mp4,real,godmodes/rtfs-10k,original_videos/3xRca1gP0Yk_00035_00065.mp4,1280,720,25.0,30.0,3066.399,h264,837,2026-06-01T07:30:37.785616+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_ImMP1wKnRPM_00000_00030.mp4,real,godmodes/rtfs-10k,original_videos/ImMP1wKnRPM_00000_00030.mp4,1920,1080,60.0,30.0,15931.149,h264,4350,2026-06-01T07:30:45.353951+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_gL64XHIfGYg_00000_00011.mp4,real,godmodes/rtfs-10k,original_videos/gL64XHIfGYg_00000_00011.mp4,1280,720,29.97,11.011,1601.063,h264,1191,2026-06-01T07:30:48.430220+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_jcapkiiff2U_00000_00027.mp4,real,godmodes/rtfs-10k,original_videos/jcapkiiff2U_00000_00027.mp4,1280,720,29.97,27.027,3423.286,h264,1037,2026-06-01T07:30:51.015784+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_mTGgGpYVAMA_00298_00325.mp4,real,godmodes/rtfs-10k,original_videos/mTGgGpYVAMA_00298_00325.mp4,1920,1080,29.97,27.027,7399.729,h264,2242,2026-06-01T07:30:54.995150+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_ABWHNXnH5n4_00026_00055.mp4,real,godmodes/rtfs-10k,original_videos/ABWHNXnH5n4_00026_00055.mp4,1920,1080,29.97,29.029,7590.151,h264,2141,2026-06-01T07:31:05.484110+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_nb0nzsL4iHM_00007_00026.mp4,real,godmodes/rtfs-10k,original_videos/nb0nzsL4iHM_00007_00026.mp4,1920,1080,29.97,19.019,5894.386,h264,2538,2026-06-01T07:31:12.848764+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_54WKP1j43B0_00226_00236.mp4,real,godmodes/rtfs-10k,original_videos/54WKP1j43B0_00226_00236.mp4,1920,1080,30.0,10.0,1559.303,h264,1277,2026-06-01T07:31:15.785808+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_5y_INyyA43U_00064_00074.mp4,real,godmodes/rtfs-10k,original_videos/5y_INyyA43U_00064_00074.mp4,1280,720,25.0,10.0,913.91,h264,748,2026-06-01T07:31:17.606943+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_CGeUj1yaKr0_00083_00093.mp4,real,godmodes/rtfs-10k,original_videos/CGeUj1yaKr0_00083_00093.mp4,1920,1080,29.97,10.01,3087.447,h264,2526,2026-06-01T07:31:20.898100+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_m8_hQ8HTxwA_00302_00314.mp4,real,godmodes/rtfs-10k,original_videos/m8_hQ8HTxwA_00302_00314.mp4,1920,1080,25.0,12.0,6259.9,h264,4273,2026-06-01T07:31:24.728368+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_eQNxwfkI98w_00041_00059.mp4,real,godmodes/rtfs-10k,original_videos/eQNxwfkI98w_00041_00059.mp4,1906,1080,30.0,18.0,2246.787,h264,1022,2026-06-01T07:31:27.909079+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_jZ6KO0yNTSU_00057_00070.mp4,real,godmodes/rtfs-10k,original_videos/jZ6KO0yNTSU_00057_00070.mp4,1920,1080,30.0,13.0,4856.86,h264,3060,2026-06-01T07:31:32.678507+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_uc2kGPJyd2c_00077_00087.mp4,real,godmodes/rtfs-10k,original_videos/uc2kGPJyd2c_00077_00087.mp4,1920,1080,29.97,10.01,2253.836,h264,1844,2026-06-01T07:31:35.497651+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_AA0IwW3ttXo_00000_00030.mp4,real,godmodes/rtfs-10k,original_videos/AA0IwW3ttXo_00000_00030.mp4,1920,1080,25.0,30.0,5383.223,h264,1469,2026-06-01T07:31:39.368757+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_BxvZj_NCdNw_00065_00083.mp4,real,godmodes/rtfs-10k,original_videos/BxvZj_NCdNw_00065_00083.mp4,1920,1080,30.0,18.0,2905.408,h264,1322,2026-06-01T07:31:48.437460+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_f5ah6REtNmg_00050_00069.mp4,real,godmodes/rtfs-10k,original_videos/f5ah6REtNmg_00050_00069.mp4,1920,1080,29.97,19.019,4533.075,h264,1952,2026-06-01T07:31:52.136149+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_oXqSXZLaMqk_00003_00023.mp4,real,godmodes/rtfs-10k,original_videos/oXqSXZLaMqk_00003_00023.mp4,1920,1080,30.0,20.0,13122.538,h264,5374,2026-06-01T07:32:01.182271+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_jG5A1lKRUKA_00397_00411.mp4,real,godmodes/rtfs-10k,original_videos/jG5A1lKRUKA_00397_00411.mp4,1280,720,29.97,14.014,692.466,h264,404,2026-06-01T07:32:04.160987+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_1jSrZqqQOHA_00060_00074.mp4,real,godmodes/rtfs-10k,original_videos/1jSrZqqQOHA_00060_00074.mp4,1920,1080,25.0,14.0,6279.534,h264,3674,2026-06-01T07:32:08.234694+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_MfS4oDLBpp0_00015_00035.mp4,real,godmodes/rtfs-10k,original_videos/MfS4oDLBpp0_00015_00035.mp4,1280,720,25.0,20.0,1609.312,h264,659,2026-06-01T07:32:10.637338+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_kSGUE63AQMk_00295_00305.mp4,real,godmodes/rtfs-10k,original_videos/kSGUE63AQMk_00295_00305.mp4,1920,1080,25.0,10.0,2155.506,h264,1765,2026-06-01T07:32:12.955422+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_6zXBiAuPQ_Y_00003_00017.mp4,real,godmodes/rtfs-10k,original_videos/6zXBiAuPQ_Y_00003_00017.mp4,1920,1080,25.0,14.0,3668.368,h264,2146,2026-06-01T07:32:20.208829+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_Vbpr0ryoroA_00077_00087.mp4,real,godmodes/rtfs-10k,original_videos/Vbpr0ryoroA_00077_00087.mp4,1280,720,24.0,10.0,1206.667,h264,988,2026-06-01T07:32:26.024472+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_hG5rMFqZ-XQ_00000_00030.mp4,real,godmodes/rtfs-10k,original_videos/hG5rMFqZ-XQ_00000_00030.mp4,1280,720,30.0,30.0,3182.149,h264,868,2026-06-01T07:32:35.118521+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_gqoxOkpgKmY_00021_00032.mp4,real,godmodes/rtfs-10k,original_videos/gqoxOkpgKmY_00021_00032.mp4,1920,1080,30.0,11.0,2533.736,h264,1886,2026-06-01T07:32:38.308706+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_SvlLbX3oyAk_00000_00024.mp4,real,godmodes/rtfs-10k,original_videos/SvlLbX3oyAk_00000_00024.mp4,1920,1080,29.97,24.024,4128.217,h264,1407,2026-06-01T07:32:41.918604+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_le3cBRlWSE8_00013_00043.mp4,real,godmodes/rtfs-10k,original_videos/le3cBRlWSE8_00013_00043.mp4,1920,1080,59.94,30.013,9527.396,h264,2600,2026-06-01T07:32:45.971785+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_pI1feWHeUq4_00000_00030.mp4,real,godmodes/rtfs-10k,original_videos/pI1feWHeUq4_00000_00030.mp4,1920,1080,29.97,30.03,13107.739,h264,3575,2026-06-01T07:33:01.779658+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_CG0OnKUqziA_00000_00030.mp4,real,godmodes/rtfs-10k,original_videos/CG0OnKUqziA_00000_00030.mp4,1280,720,24.0,30.0,1491.707,h264,407,2026-06-01T07:33:04.934714+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_gaUt3gTwwzU_00000_00030.mp4,real,godmodes/rtfs-10k,original_videos/gaUt3gTwwzU_00000_00030.mp4,1280,720,25.0,30.0,4505.761,h264,1230,2026-06-01T07:33:15.895530+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_c55y-qVozFE_00016_00029.mp4,real,godmodes/rtfs-10k,original_videos/c55y-qVozFE_00016_00029.mp4,1920,1080,59.94,13.013,1624.125,h264,1022,2026-06-01T07:33:23.095162+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_B-qxGhkRojc_00000_00030.mp4,real,godmodes/rtfs-10k,original_videos/B-qxGhkRojc_00000_00030.mp4,1920,1080,29.97,30.03,7363.141,h264,2008,2026-06-01T07:33:26.450894+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_o4R1-TLkxBs_00010_00040.mp4,real,godmodes/rtfs-10k,original_videos/o4R1-TLkxBs_00010_00040.mp4,1920,1080,59.94,30.013,11012.759,h264,3005,2026-06-01T07:33:33.917447+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_AUtRgfFUCl8_00000_00030.mp4,real,godmodes/rtfs-10k,original_videos/AUtRgfFUCl8_00000_00030.mp4,1920,1080,25.0,30.0,2923.723,h264,798,2026-06-01T07:33:38.315205+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_MPsC_HqZ63o_00003_00020.mp4,real,godmodes/rtfs-10k,original_videos/MPsC_HqZ63o_00003_00020.mp4,1920,1080,25.0,17.0,4681.311,h264,2255,2026-06-01T07:33:41.867109+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_2-FLk-cVSeQ_00030_00045.mp4,real,godmodes/rtfs-10k,original_videos/2-FLk-cVSeQ_00030_00045.mp4,1920,1080,25.0,15.0,3593.102,h264,1962,2026-06-01T07:33:45.562573+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_BI4hyDv1YSY_00060_00087.mp4,real,godmodes/rtfs-10k,original_videos/BI4hyDv1YSY_00060_00087.mp4,1920,1080,29.97,27.027,4971.312,h264,1506,2026-06-01T07:33:52.905865+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_pFXjD9J-JE0_00000_00030.mp4,real,godmodes/rtfs-10k,original_videos/pFXjD9J-JE0_00000_00030.mp4,1280,720,25.0,30.0,4241.629,h264,1158,2026-06-01T07:33:59.233440+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_57m0PfhE68c_00013_00023.mp4,real,godmodes/rtfs-10k,original_videos/57m0PfhE68c_00013_00023.mp4,1280,720,25.0,10.0,887.64,h264,727,2026-06-01T07:34:05.178827+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_T9JkzyrvbP4_00011_00041.mp4,real,godmodes/rtfs-10k,original_videos/T9JkzyrvbP4_00011_00041.mp4,1920,1080,29.97,30.03,13940.768,h264,3802,2026-06-01T07:34:13.937722+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_gygesoisNhw_00000_00030.mp4,real,godmodes/rtfs-10k,original_videos/gygesoisNhw_00000_00030.mp4,1920,1080,29.97,30.03,4995.55,h264,1362,2026-06-01T07:34:17.482138+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_4SR39iWfZdk_00035_00046.mp4,real,godmodes/rtfs-10k,original_videos/4SR39iWfZdk_00035_00046.mp4,1920,1080,29.97,11.011,2001.7,h264,1489,2026-06-01T07:34:27.876988+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_RTr00PeXZ6I_00020_00030.mp4,real,godmodes/rtfs-10k,original_videos/RTr00PeXZ6I_00020_00030.mp4,1280,720,30.0,10.0,1348.371,h264,1104,2026-06-01T07:34:30.060321+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_o2XaVCI-cIE_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/o2XaVCI-cIE_00000_00010.mp4,1280,720,29.97,10.01,873.493,h264,714,2026-06-01T07:34:35.298397+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_gov2tTiT1tM_01270_01280.mp4,real,godmodes/rtfs-10k,original_videos/gov2tTiT1tM_01270_01280.mp4,1280,720,30.0,10.0,477.508,h264,391,2026-06-01T07:34:36.423951+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_tS-tlLkigPs_00022_00032.mp4,real,godmodes/rtfs-10k,original_videos/tS-tlLkigPs_00022_00032.mp4,1920,1080,59.94,10.01,4591.016,h264,3757,2026-06-01T07:34:39.801033+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_UUXxwkSCwgU_00010_00020.mp4,real,godmodes/rtfs-10k,original_videos/UUXxwkSCwgU_00010_00020.mp4,1920,1080,29.97,10.01,2074.781,h264,1697,2026-06-01T07:34:41.443801+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_kVvWUa1tWOs_00030_00040.mp4,real,godmodes/rtfs-10k,original_videos/kVvWUa1tWOs_00030_00040.mp4,1920,1080,29.97,10.01,1741.659,h264,1425,2026-06-01T07:34:44.443039+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_sVA-BfGJcjY_00014_00024.mp4,real,godmodes/rtfs-10k,original_videos/sVA-BfGJcjY_00014_00024.mp4,1920,1080,29.97,10.01,3044.656,h264,2491,2026-06-01T07:34:47.771155+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_ju8wGyTGrNA_00016_00026.mp4,real,godmodes/rtfs-10k,original_videos/ju8wGyTGrNA_00016_00026.mp4,1920,1080,29.97,10.01,1045.503,h264,855,2026-06-01T07:34:49.176894+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_LA6dexTr7uk_00030_00040.mp4,real,godmodes/rtfs-10k,original_videos/LA6dexTr7uk_00030_00040.mp4,1920,1080,25.0,10.0,3794.339,h264,3108,2026-06-01T07:34:51.041019+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_cMYDMYV8NSg_00022_00032.mp4,real,godmodes/rtfs-10k,original_videos/cMYDMYV8NSg_00022_00032.mp4,1920,1080,25.0,10.0,1294.077,h264,1060,2026-06-01T07:34:54.444905+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_b-fgELoW-7g_00005_00015.mp4,real,godmodes/rtfs-10k,original_videos/b-fgELoW-7g_00005_00015.mp4,1280,720,30.0,10.0,2328.936,h264,1907,2026-06-01T07:34:59.240246+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_eVe5d1q7QSI_00025_00035.mp4,real,godmodes/rtfs-10k,original_videos/eVe5d1q7QSI_00025_00035.mp4,1280,720,25.0,10.0,623.505,h264,510,2026-06-01T07:35:00.676836+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_pCmbP90mpyE_00435_00445.mp4,real,godmodes/rtfs-10k,original_videos/pCmbP90mpyE_00435_00445.mp4,1280,720,30.0,10.0,1609.693,h264,1318,2026-06-01T07:35:05.621614+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_5aCxFo_nqG8_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/5aCxFo_nqG8_00000_00010.mp4,1920,1080,50.0,10.0,3310.114,h264,2711,2026-06-01T07:35:09.737876+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_vc_5vR4X4Sc_00014_00024.mp4,real,godmodes/rtfs-10k,original_videos/vc_5vR4X4Sc_00014_00024.mp4,1920,1080,29.97,10.01,2116.159,h264,1731,2026-06-01T07:35:12.914599+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_J2dLUpSnPNo_00037_00050.mp4,real,godmodes/rtfs-10k,original_videos/J2dLUpSnPNo_00037_00050.mp4,1920,1080,50.0,13.0,2769.851,h264,1745,2026-06-01T07:35:18.168426+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_CfnGSk1JokE_00140_00150.mp4,real,godmodes/rtfs-10k,original_videos/CfnGSk1JokE_00140_00150.mp4,1920,1080,29.97,10.01,2510.435,h264,2054,2026-06-01T07:35:21.406312+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_GzOGKIPZbWQ_00015_00025.mp4,real,godmodes/rtfs-10k,original_videos/GzOGKIPZbWQ_00015_00025.mp4,1280,720,30.0,10.0,1078.203,h264,883,2026-06-01T07:35:23.737655+00:00,Creative Commons source clip from RTFS-10K.
